material_type,lathe_efficiency,machine_hours,energy_consumption,temperature,humidity,machine_type,operational_settings,wastage,certifications,safety_incidents,recycling_rate,first_pass_yield,downtime_duration,tool_maintenance_frequency,scrap_handling_efficiency,rd_investment,packaging_waste,lifecycle_analysis,renewable_energy,surface_emissions,return_rate,painting_emissions,heating_energy,inventory_turnover,distance_to_suppliers,carbon_capture_efficiency,secondary_process_emissions,worker_experience,tool_wear_level,supplier_reliability,on_time_delivery_rate,training_hours,factory_age,environmental_fines,automation_ratio,water_usage,scrap_rate,energy_source,shift_timing,transport_emissions,machines_in_operation,turnover_rate,compressor_efficiency,ventilation_usage,inspection_accuracy,noise_level,num_shifts,maintenance_downtime,customer_complaints,cooling_energy,labor_hours_per_unit,material_defect_rate,production_volume,cycle_time,calibration_frequency,startup_emissions,factory_location,operator_skill,renewable_energy_utilization,machine_age,supply_chain_emissions,water_reuse_rate,product_weight,batch_size,supply_chain_complexity,num_suppliers,inspection_frequency,training_costs,process_variability,packaging_material,hazardous_waste,line_speed,smart_sensor_usage,cooling_water_temp,workstation_count,logistics_emissions,lean_practices_frequency,power_outage_frequency,labor_costs,supplier_proximity,govt_subsidy_access,regulatory_inspections,scrap_reuse_rate,generator_fuel_consumption,skilled_labor_availability,component_type,raw_material_cost,pollution_control,quality_audit_frequency,local_transport_emissions,worker_wage,sustainability_awareness,CO2_emissions
Aluminum,0.859565735,6.995601251,104.199683,22.51796643,62.95051781,CNC_1,Setting_1,0.070374876,None,Minor,0.685101926,0.980986607,0.399369205,2.41170236,0.774028939,0.035462357,6.384598197,Basic,0.735738262,4.232159724,0.009633823,1.36604566,14.16362578,14.05372086,268.3200533,0.654750978,3.88068434,Beginner,79.13044876,0.805663592,0.873343947,47.73901706,18.86877058,3510.598785,0.682875531,6.4950642,0.15660753,Hydro,Day,0.015222336,36,0.247928973,0.701700104,9.869997149,0.964555037,78.8804903,1,1.906764096,3,15.96726359,1.983641885,0.001305742,958.8932582,188.2295078,4.248858215,8.740639757,Suburban,Low,0.575728144,19.53101173,38.9172129,0.119982234,49.98389054,36,Simple,11,20.32197731,3701.458023,0.060240259,None,1.445110709,0.642734175,High,24.76784579,58,70.91633133,0.824554083,1.858400918,255.9158969,353.2389585,No,4.94724719,0.199557149,4.854858229,Moderate,Suspension,107.5663604,None,3.28122672,1.316500178,697.8823849,None,914.4714239
Steel,0.741949134,6.337122906,121.3589523,28.7229515,65.720107,CNC_1,Setting_1,0.008848132,ISO_9001,None,0.197329044,0.918766107,0.358328021,8.07829071,0.793540599,0.024271541,2.091140363,None,0.85753184,3.153441323,0.018396718,0.529406182,37.45926096,13.84806373,69.3692273,0.600683297,6.152434589,Beginner,49.06219232,0.893495687,0.731950335,43.37225763,6.659781594,18927.09037,0.998224323,8.578543518,0.124770738,Solar,Day,0.038460078,42,0.000144319,0.834412597,7.152433309,0.926241207,92.23971853,2,1.846064061,1,42.63722497,1.191365587,0.066779245,173.5766893,70.97314085,4.131475891,1.43760434,Suburban,High,0.819007281,15.03759573,17.92651832,0.437794098,30.10141333,234,Complex,5,25.8233033,4910.136962,0.096752608,Cardboard,0.215552994,3.242000938,Medium,15.9481093,1,90.38428323,0.384377959,4.679830812,903.0008658,42.21735042,Yes,2.498953545,0.280373593,16.31786874,Moderate,Brake Systems,114.4906696,Basic,3.987417883,1.720514365,656.3412857,None,936.7183409
Composite,0.719557625,12.36009201,91.09217063,20.37616947,65.62213306,Milling_A,Setting_1,0.014126674,ISO_9001,None,0.484778271,0.937310868,0.997649972,11.77772608,0.52953404,0.026437357,2.263101221,Advanced,0.202621264,2.828915634,0.049709059,0.605714271,45.31596249,11.02394218,487.2331202,0.476076389,3.325547245,Expert,88.84303929,0.800635721,0.643418639,40.46312068,43.33316804,15428.47833,0.258622581,4.087282692,0.093206802,Wind,Night,0.057650133,26,0.135555756,0.914320898,18.29643515,0.996589156,51.30931224,3,1.434974457,4,62.1553033,1.630517695,0.09566405,474.5914733,195.6257046,11.13300679,7.220160347,Urban,High,0.624256035,8.659058922,27.42650702,0.068736972,27.92246938,112,Complex,12,18.17292048,2770.190361,0.022519104,Metal,1.181445602,4.665620101,Low,15.44156191,89,95.63807484,0.538724869,6.889951472,586.6819495,432.630926,Yes,2.270477713,0.19538892,7.471526622,High,Suspension,178.9334035,Basic,1.338297866,4.325564367,625.6661557,Low,995.0627628
Composite,0.8476529,6.159191783,79.82085921,33.69862921,57.02798087,Milling_A,Setting_2,0.008001059,ISO_9001,Minor,0.594848141,0.915650883,1.942300844,11.28216328,0.895298679,0.046600639,7.17224948,Advanced,0.618003643,4.522161143,0.031779015,0.510839719,48.50910895,6.057331297,14.33449068,0.211855161,1.59256389,Beginner,2.938012734,0.923878086,0.863010111,26.06833028,19.23860362,18996.24096,0.054957736,5.351971798,0.013797977,Grid Electricity,Day,0.043591954,2,0.224608903,0.933957169,20.38638858,0.927610825,62.88812815,3,1.162445678,2,81.09626058,0.332101024,0.039854371,964.9382221,128.353069,11.72734655,7.291717667,Suburban,Low,0.815196167,6.172851052,12.01650579,0.550844186,4.25952211,273,Moderate,2,13.25014992,4875.779334,0.07709447,None,2.462341215,0.520710439,High,13.89832238,32,45.30497264,0.114897619,7.233233961,445.7765526,488.068957,No,9.772500265,0.343768458,7.178058029,Low,Chassis,190.0300024,Moderate,2.199691359,0.218192602,639.2111114,Moderate,685.0742297
Aluminum,0.905273347,15.15597358,96.16113859,34.19346804,46.58223197,Lathe_B,Setting_3,0.368028908,None,Major,0.322652202,0.928572603,1.809691577,2.431106819,0.512570174,0.074020205,5.312453462,Basic,0.316523314,0.8858455,0.008363263,0.389775546,42.68880163,18.46852043,158.8538991,0.539872436,5.428903162,Expert,89.53304654,0.907169509,0.95409287,19.61453608,18.03198787,19557.154,0.729691577,2.195390332,0.092445591,Grid Electricity,Day,0.091285736,4,0.15781519,0.705033236,2.339850815,0.977938304,89.9792388,1,0.355717324,3,22.36447056,1.771642865,0.021151539,735.1480333,104.7078534,1.379468835,7.822423289,Suburban,Medium,0.237550867,10.81579697,42.1566293,0.79910064,22.23170564,475,Complex,6,23.75416037,4809.461221,0.004841891,Metal,0.222710435,1.337040293,Medium,10.67326033,18,61.29501656,0.388813921,0.691285432,728.540567,151.4222278,No,4.432664079,0.427487412,11.14803714,High,Brake Systems,79.00772488,Advanced,2.699160038,1.884361734,731.0121018,Moderate,878.0773229
Aluminum,0.898519551,10.97475649,63.49066427,20.69738561,50.38597145,Milling_A,Setting_1,0.006026141,None,Minor,0.541589925,0.936750346,0.605813007,5.099490033,0.827803083,0.084975304,2.754596143,Advanced,0.789305157,3.513536592,0.029634015,0.441463048,37.10574534,17.17270713,317.0936557,0.469153549,6.348423688,Beginner,97.5020563,0.94962568,0.817734834,16.73246771,29.85023256,20255.90694,0.259195612,6.972298998,0.094491209,Wind,Night,0.096848389,44,0.069376573,0.718584949,14.63688005,0.914233759,94.08364884,1,1.80303597,0,48.28202866,1.20816325,0.053676254,556.8542178,90.75228638,6.214955743,5.468663781,Suburban,High,0.561991627,9.671186392,48.99896349,0.593103252,1.875739636,48,Simple,14,19.6273716,4358.595115,0.041699279,None,4.063253958,3.662413272,Low,28.47147807,65,89.61791178,0.631731768,1.008345343,674.2066498,134.4752633,Yes,5.87818007,0.129376484,16.45713742,High,Brake Systems,138.7534725,Advanced,1.217701275,2.369367426,635.3318853,None,814.5683313
Aluminum,0.753646207,14.95764477,105.8127216,32.95112603,55.91252975,Lathe_B,Setting_3,0.019185936,None,None,0.760864277,0.936926973,0.361994165,3.149670495,0.513940118,0.035055751,4.907046235,Advanced,0.197524718,1.169268956,0.029735274,0.783376094,47.47319684,9.910062513,361.6729638,0.243574782,4.72749564,Expert,36.30590715,0.840898627,0.587431942,42.78630867,7.999319953,9546.435754,0.643671886,4.577777538,0.135981225,Hydro,Evening,0.049558584,18,0.13307024,0.90777164,16.75674528,0.916667439,63.15362913,3,1.399295092,4,78.11381929,1.720673764,0.049323662,321.9904171,100.7584162,8.00982344,2.03280395,Urban,Medium,0.007933479,3.915115928,18.09283767,0.667147112,34.09667191,496,Complex,8,10.74285232,4419.067135,0.003969548,None,1.289957166,1.98122132,Low,17.46621666,86,84.4428478,0.278972577,8.324810856,710.5108963,239.4135864,Yes,2.433771765,0.316276735,7.308666181,Moderate,Brake Systems,92.87338033,Moderate,2.902409796,1.313557284,390.802608,None,1002.863874
Plastic,0.757725936,4.414622581,101.5753949,33.18308247,53.26895491,Milling_A,Setting_2,0.103511007,None,Major,0.742889947,0.8661763,1.376341846,9.984523786,0.552346543,0.078670666,0.418453577,None,0.274482165,0.021287064,0.012517543,0.305170831,16.07501315,16.94594529,462.7688837,0.262412091,5.714529106,Expert,10.82608828,0.845833798,0.72912158,32.46343645,4.693190803,21835.37289,0.439447688,7.35781478,0.140628068,Wind,Day,0.024166013,47,0.100892374,0.885248759,1.366183901,0.98916674,60.06762948,3,0.613806044,1,64.23836067,1.645509068,0.012239359,613.3338512,199.6179794,7.977994868,1.540029604,Urban,Low,0.121485427,1.782614264,31.13468965,0.409950784,17.40878895,320,Moderate,7,25.69570076,2532.448506,0.084816353,None,4.855996404,2.421864371,Medium,12.83365261,52,90.23347885,0.43244859,5.726703614,483.3882186,418.4385439,Partial,3.658707027,0.144263346,3.91368307,High,Suspension,131.1394433,Advanced,3.479004731,2.902691615,689.3917123,None,981.1916595
Plastic,0.733723179,12.56993963,75.59181547,34.21285172,44.46665232,Lathe_B,Setting_1,0.085640509,None,Major,0.126591182,0.986018036,1.686672439,4.534897147,0.620397405,0.039217843,4.631501775,None,0.234739266,3.655892692,0.027800365,1.307622839,14.97471297,19.77549096,14.99461004,0.763610116,5.391092165,Intermediate,38.44676403,0.910905045,0.663550668,41.2643023,46.48769028,39734.89526,0.727579109,6.076587241,0.009867195,Grid Electricity,Evening,0.015533781,29,0.092531835,0.913012658,20.72313754,0.985818548,81.35717247,3,1.629829775,2,94.12818412,1.521377464,0.012790715,100.7808547,99.79513598,10.52073425,1.738215795,Suburban,High,0.93103534,3.981984147,20.05817672,0.595560766,12.61298214,42,Moderate,14,10.1245015,784.2906285,0.071692155,None,1.981817479,0.725254445,High,15.36994679,79,80.301047,0.859974851,1.655992807,637.888543,260.6042659,Yes,5.551629905,0.389957861,11.52396382,High,Brake Systems,189.0079604,Advanced,1.445412279,0.620707878,648.7865412,Low,723.9770765
Plastic,0.840628187,11.76868727,114.756269,34.09731348,64.6905886,CNC_1,Setting_2,0.0045127,None,Major,0.550843082,0.947689693,1.530396973,3.83030301,0.702077957,0.081586228,2.682980935,None,0.828857725,4.620275007,0.004150873,0.073923296,38.62121832,11.49583681,288.9110012,0.604031687,3.164978629,Expert,39.83708242,0.975828368,0.903442538,38.86298288,43.88328023,41752.1231,0.606230025,6.97484583,0.077109054,Hydro,Evening,0.025302868,26,0.065923965,0.619514718,23.12391488,0.910358411,56.48949968,2,0.578481832,3,65.07002723,1.124818018,0.00656075,198.2694897,12.19282247,7.720874664,5.999394899,Urban,Medium,0.296908902,19.7129969,42.86488977,0.108213983,7.933021551,148,Moderate,4,11.47804388,1228.467803,0.023180225,Plastic,0.317390544,3.407800576,Low,17.55796488,71,28.89826409,0.823259721,8.57277802,550.9885322,370.3845623,Yes,2.207551129,0.145765561,2.45939869,High,Brake Systems,72.42842631,Advanced,2.570203763,1.479683911,737.8719494,Moderate,1007.038538
Composite,0.740001703,12.71886201,85.83317147,28.82794786,67.92194841,Milling_A,Setting_1,0.002776983,None,Minor,0.24592123,0.915975763,0.677537766,6.645976805,0.728506718,0.092340471,1.684971061,Advanced,0.132479517,0.824520348,0.047036426,0.863818024,32.83267566,10.98881248,104.9399124,0.177789334,9.50671332,Intermediate,20.14808009,0.895136286,0.739537731,24.79896101,3.260262404,30145.7829,0.672005533,0.535773638,0.127287196,Hydro,Night,0.080196564,40,0.037635662,0.814367318,10.98067933,0.954684268,93.02949737,3,0.801186831,1,49.16934217,1.034329412,0.009879202,616.3410807,107.2291279,7.894065439,0.890493995,Urban,High,0.080003425,11.65323025,12.27548488,0.545994362,32.5827512,123,Simple,11,8.716277998,1123.905755,0.024408908,Cardboard,3.01283015,2.192853683,Low,15.11533446,78,31.04006959,0.282926524,5.616765113,364.7855202,125.4108664,No,0.861581938,0.46988002,5.190100632,High,Electrical,153.6112167,Advanced,1.48546752,3.136230484,521.0640898,Moderate,712.5050243
Composite,0.777778464,5.219445397,149.6696858,34.27807366,50.75358284,Milling_A,Setting_3,0.105098622,None,None,0.958092546,0.913351879,1.51754338,4.416281467,0.703625296,0.082235535,4.386846213,None,0.633731537,0.603262155,0.025105606,1.527223706,34.31724122,5.374475047,280.2545296,0.353280639,7.869981077,Beginner,61.7761452,0.970804832,0.929481859,15.78825304,39.78464833,45035.74482,0.432426419,7.206293261,0.03747132,Wind,Day,0.059403488,20,0.140329733,0.719289579,10.219167,0.921377792,92.90381192,2,0.614027968,3,94.53694348,0.419478592,0.079289045,825.3090844,135.0499675,7.884317838,8.516247182,Urban,Medium,0.322346796,16.66018808,39.96068743,0.294415285,37.72130801,264,Moderate,1,19.19879196,3820.668537,0.083511458,Metal,2.396570808,2.605497818,High,25.89378864,79,1.164935946,0.65896362,1.357164631,844.5162279,336.7533802,Yes,0.621856573,0.020297305,16.97557844,Moderate,Electrical,55.01202864,Advanced,2.482953746,4.809975178,585.8081998,High,1209.804376
Aluminum,0.899454118,10.02924073,65.56752313,31.97561251,54.92873195,CNC_1,Setting_3,0.011899231,ISO_14001,None,0.324504022,0.866929945,0.722286367,3.583183454,0.646956586,0.064137396,1.602821499,Advanced,0.660086105,4.209401743,0.010631142,1.998037143,29.243661,8.104468835,347.8748662,0.209558942,4.004327246,Intermediate,23.19695465,0.802378124,0.629531505,35.15813599,8.857200601,29659.46896,0.092294987,6.89090006,0.016450958,Grid Electricity,Evening,0.060489392,39,0.219340721,0.63367377,7.948038644,0.948897019,68.8517212,2,0.12645992,3,13.6732185,0.99806316,0.034736113,763.4139292,199.2532122,1.624560175,5.838983559,Suburban,Low,0.454804591,15.28012926,11.4419017,0.130532186,21.51683497,302,Simple,8,3.017571061,597.6861664,0.063325491,Plastic,4.691131227,1.923873739,Low,27.91652659,98,85.94711315,0.049301554,8.702041431,491.1357348,309.376467,Partial,11.89405379,0.027427641,6.336581871,High,Brake Systems,157.4309149,Moderate,2.766107668,2.681277858,516.2809197,High,759.9559562
Steel,0.855892943,13.09005099,121.0790121,34.64912806,53.76263944,CNC_1,Setting_1,0.098490652,ISO_9001,None,0.968056095,0.872629961,1.612142662,2.739967359,0.711869385,0.047718354,3.826522773,Basic,0.874843999,3.737796361,0.048530537,1.964974642,45.94406462,19.82279319,460.6278802,0.801665403,2.341847793,Intermediate,69.21197186,0.999019528,0.724719415,44.84539511,15.67357723,25030.46138,0.770792602,2.832683688,0.001186569,Solar,Night,0.059420453,45,0.0098217,0.85150599,8.13495979,0.927145532,92.87065436,1,1.75144145,0,97.26824076,0.650283851,0.084730945,352.795605,96.31897755,10.20877939,3.953950478,Rural,High,0.676237341,17.75785275,36.95565832,0.864849785,36.29502711,41,Complex,15,26.13640959,3826.798422,0.064450119,None,4.476588249,1.280969369,Medium,11.88073457,4,56.40198352,0.955086774,4.71407482,667.6509509,421.8712387,Yes,0.72362702,0.304752301,3.745452957,Moderate,Suspension,132.8148513,Advanced,2.60784405,1.591571884,572.4995964,Moderate,1137.383913
Aluminum,0.728870808,10.94474153,91.50407162,33.14821153,43.73784171,Milling_A,Setting_1,0.073713955,ISO_14001,Minor,0.623613367,0.954766979,1.860612927,2.028363105,0.93291521,0.067518454,2.427656647,None,0.000383462,4.45535932,0.03137993,1.267831489,45.2966336,17.52514899,123.6216737,0.103127115,0.962567036,Beginner,61.18790742,0.839506329,0.844931811,21.86770093,22.34841461,16076.8261,0.295586647,3.511063519,0.073033357,Hydro,Day,0.026475914,48,0.171891139,0.842074993,10.27763843,0.913284036,88.21250993,2,1.909325613,1,88.70640503,1.513566441,0.084368985,88.65800002,29.70277395,7.973734651,6.485888927,Suburban,Medium,0.294258399,1.3471713,23.11684428,0.898686273,5.794187504,414,Complex,16,24.97181673,3357.859526,0.088868615,None,4.671476008,2.62397463,Medium,13.56582159,35,97.31543115,0.171463138,6.667436607,520.3360627,320.7340402,Partial,4.935976371,0.244673375,3.949950862,Low,Electrical,83.12662363,Advanced,2.570352587,3.631369972,631.4688111,High,855.2189199
Steel,0.842500047,15.78113547,138.6174065,30.72359583,55.52478902,Milling_A,Setting_3,0.136785371,ISO_14001,None,0.201380362,0.910406361,0.278757631,3.931695144,0.926614819,0.041568608,7.304527044,Basic,0.144129185,1.033364017,0.036530876,0.031785517,30.63802678,9.514205887,116.70105,0.246601792,1.345336992,Beginner,43.39198347,0.925521904,0.523738427,37.79960937,12.92664286,16253.37221,0.380681039,6.982695288,0.199549951,Wind,Day,0.075999293,41,0.273867559,0.780864016,0.857028063,0.970695495,50.69283386,2,1.718037483,1,47.11664868,0.775253158,0.092360818,350.6640253,74.44687059,7.778217243,0.152458772,Rural,Low,0.143203997,1.430887118,18.4308035,0.947060166,36.54420005,273,Complex,12,26.96481813,1231.62885,0.072105179,Metal,2.891083641,3.072425723,High,26.08921151,89,6.377629871,0.574109491,4.90772265,758.1107907,243.5571663,Yes,5.860328319,0.471435861,8.635857833,Moderate,Brake Systems,122.8201204,None,3.997999974,0.866285559,729.3263455,High,981.7641442
Composite,0.877800306,10.40936948,112.0555104,31.36293038,44.44139172,CNC_1,Setting_2,0.092832355,ISO_14001,None,0.096707436,0.876434936,1.193085395,8.328637994,0.797072942,0.043394368,3.226554776,None,0.092756744,0.801811322,0.03111298,0.776365636,14.71617612,18.7805963,225.8979133,0.260030293,6.25455144,Expert,19.41547451,0.952208044,0.781105191,29.03587497,20.49557032,34884.5584,0.240097049,2.425082635,0.092801357,Solar,Day,0.050845816,22,0.019856599,0.771088247,9.594846418,0.918113113,79.32813417,1,0.380035954,5,21.32615351,0.667797293,0.056022022,868.810955,119.8567919,7.520507961,9.248616539,Rural,Low,0.996032431,11.25081479,12.69508703,0.862254409,26.13590186,412,Simple,17,18.80579163,3556.861746,0.065229391,Metal,2.160826716,3.421479545,Medium,21.2148231,77,83.34741652,0.818742813,0.032916459,228.4841738,432.2546188,No,2.133423291,0.274096075,4.007699368,Low,Electrical,131.159065,Advanced,3.890136077,3.105114016,380.6864142,Low,913.7183554
Aluminum,0.758158967,8.419670891,139.4683783,28.88367341,69.54285673,Lathe_A,Setting_3,0.037518895,ISO_14001,None,0.594715927,0.897180144,1.753538003,9.258179238,0.592446778,0.074672128,5.690058171,Advanced,0.768492401,3.461329829,0.040213696,0.974688666,25.71605201,16.85216357,23.75757651,0.113274392,9.152449046,Intermediate,67.90244105,0.878138991,0.730671024,31.17826191,37.17760496,32590.25014,0.924008511,0.918508194,0.059092307,Hydro,Night,0.034212413,10,0.216120822,0.747514143,12.44488538,0.948645934,71.60713275,3,0.018539394,2,36.47563664,1.805171725,0.009909649,54.31716672,192.4357887,11.99731264,0.431612617,Rural,Medium,0.653320125,3.886863592,2.554818758,0.275706031,44.82509584,462,Complex,3,13.04703042,211.0801047,0.045217326,None,4.659482664,3.532208002,Medium,14.07599155,11,96.51000776,0.809191445,1.746899657,771.0664813,156.2059506,No,6.960991213,0.189881193,13.64074954,High,Brake Systems,112.2441302,Basic,1.431647862,4.802160208,377.7113856,None,994.9747851
Steel,0.75235694,10.99638553,76.95366366,20.98320197,54.59796921,Lathe_A,Setting_1,0.031221907,ISO_9001,Major,0.533658741,0.960494931,1.455892125,4.967161214,0.62913766,0.064937556,7.051004859,Advanced,0.443131173,3.81460283,0.039672126,0.293780875,43.66787578,4.152501941,385.883577,0.138312424,9.723132386,Expert,94.17485661,0.942436021,0.692195419,12.93056875,39.36212101,27825.63237,0.012522656,9.853482424,0.174085508,Grid Electricity,Day,0.042516588,5,0.144409531,0.728886284,19.51590281,0.994382313,92.43044975,1,1.70668825,1,36.09307168,1.491931228,0.060005194,698.5505182,21.10034045,7.287261037,3.629843255,Urban,High,0.412367764,2.531970884,49.17569677,0.059145641,30.82885218,365,Simple,1,24.34172677,254.8363478,0.091228361,Metal,3.539442092,2.534108712,High,13.43188074,10,77.65018934,0.727389078,1.622619292,524.6671922,72.3184966,Yes,8.605150764,0.465525026,10.79453347,High,Chassis,147.202557,Basic,3.869803058,3.384391649,694.7430084,High,910.5966284
Steel,0.863529025,12.15871166,53.23399306,28.16951061,63.78344904,Lathe_B,Setting_2,0.118197001,ISO_9001,Major,0.386807501,0.888033837,1.098007763,6.005598466,0.687643326,0.020261129,1.200650294,Basic,0.192353516,3.096103719,0.023515587,0.701229639,28.92885422,12.18205606,419.3570805,0.955559963,0.265166947,Beginner,26.25736431,0.905139484,0.711945876,25.98407258,14.81977838,49542.77464,0.895284885,1.193506862,0.135329854,Wind,Day,0.096071973,43,0.221970363,0.699703069,20.22681844,0.953923099,82.67056006,1,1.197924059,3,85.34640637,0.689582607,0.06959577,334.8635043,63.39420919,2.122047676,0.093186853,Urban,High,0.712564745,15.77161603,7.038088077,0.410514924,15.52129952,443,Simple,5,23.74548348,2268.887016,0.050829708,Plastic,1.118457028,1.702841104,High,19.29300041,18,75.79406245,0.397289971,1.011888593,372.6517738,12.85025825,Yes,0.153209652,0.375080076,13.69880416,High,Suspension,143.9782733,Basic,1.721738564,3.351772691,703.9085249,None,726.1088441
Composite,0.846523645,8.822116489,103.5848016,32.21123389,59.98415195,Lathe_A,Setting_2,0.020347619,None,Minor,0.869015393,0.942692899,0.562642826,11.21214896,0.502490961,0.06598169,2.225206415,Advanced,0.679402041,4.959808674,0.041643864,1.524801811,17.83618294,8.416341606,491.7178946,0.283948165,5.8041732,Beginner,67.97933589,0.925145505,0.788970388,38.22606757,39.92424073,11808.70081,0.258644916,6.797782626,0.031045423,Hydro,Night,0.051283007,25,0.260388446,0.90758049,13.19607831,0.990805383,96.97571794,3,0.642514907,1,64.5226905,1.647198415,0.069254965,940.2849124,99.70792893,5.38092406,1.986467788,Urban,Low,0.212355884,8.055811417,43.23053793,0.248756238,28.20882599,95,Complex,18,15.49295313,4991.937764,0.081247839,Metal,2.385652727,0.946709753,High,12.17796,44,8.595374883,0.888078552,2.262154077,866.5624016,219.8848964,Yes,9.782652959,0.446969922,7.980581745,Moderate,Chassis,175.8609137,None,2.394546187,1.096115864,429.2143492,Moderate,1010.430581
